sno,uni_fk,aqi,co,no2,so2,nh3,latitude,longitude,currency,geohash,drive_in,speed_in,timezone,what3words,city,state,address
1292,6692,0,NULL,NULL,NULL,NULL,32.0693,34.8433,ILS,sv8y2yh1ksrbmqgfhjtn,right,km/h,IST,flash.shears.sailors,,"Tel Aviv District","Bar Ilan University, Har Sinai, Bnei Brak, Israel"
1293,6693,0,NULL,NULL,NULL,NULL,31.1451,121.42,CNY,wtw34vycpxgwgpw3nd9d,right,km/h,CST,journey.ruler.motor,"Xuhui District",,"East China University of Science and Technology, Jiachuan Road, 凌云路街道, 200237 Xuhui District, China"
1294,6694,0,NULL,NULL,NULL,NULL,37.8861,127.739,KRW,wydzdbbqwk97yq8f858f,right,km/h,KST,waters.parkway.caged,Chuncheon-si,Gangwon,"Hallym University, Huseok-ro 455beon-gil, Chuncheon-si, Gangwon 24251, South Korea"
1295,6695,0,NULL,NULL,NULL,NULL,40.6068,-75.3783,USD,dr4rh8ppz2xvvmmhq2ke,right,mph,EST,faded.runner.judges,Bethlehem,Pennsylvania,"Lehigh University, Library Drive, Bethlehem, PA 18015, United States of America"
1296,6696,0,NULL,NULL,NULL,NULL,49.1987,16.6056,CZK,u2ezcu7fgnmhd4y86g1q,right,km/h,CET,comments.tune.lottery,Brno,Southeast,"Rector's Office of Masaryk University, Žerotínovo náměstí, 602 00 Brno, Czechia"
1297,6697,0,NULL,NULL,NULL,NULL,24.9816,121.575,TWD,wsqqneb82gub6d46u762,right,km/h,CST,placed.smarter.archives,Taipei,,"National Chengchi University, 64 Zhinan Road Section 2, Wenshan District, Taipei 11605, Taiwan"
1298,6698,0,NULL,NULL,NULL,NULL,34.5918,135.507,JPY,xn0kg91rydgd5w9xvegq,left,km/h,JST,arming.shower.tuxedos,Osaka,"Osaka Prefecture","Osaka City University, Mediacenter, Sumiyoshi Ward, Osaka, Osaka Prefecture 558-0022, Japan"
1299,6699,0,NULL,NULL,NULL,NULL,6.24195,-75.5896,COP,d345xbm650e38v22qeyr,right,km/h,-05,ditched.drank.remit,Medellín,Antioquia,"Universidad Pontificia Bolivariana, Carrera 67, Comuna 11 - Laureles-Estadio, Medellín, ANT, Colombia"
1300,6700,0,NULL,NULL,NULL,NULL,40.632,-8.65979,EUR,ez1z4uy4shpsb4932938,right,km/h,WET,finest.enhanced.choppy,Aveiro,,"University of Aveiro, Avenida da Universidade, 3810-193 Aveiro, Portugal"
1301,6701,0,NULL,NULL,NULL,NULL,38.9364,-92.3297,USD,9yymdbpt1cz82xqgj8mp,right,mph,CST,moons.kinds.timing,Columbia,Missouri,"University of Missouri, North Circle, Columbia, MO 65211, United States of America"
1302,6702,0,NULL,NULL,NULL,NULL,-25.7543,28.2321,ZAR,kekj6rtfxdwz2jhtfw3w,left,km/h,SAST,skims.beast.churn,Pretoria,Gauteng,"University Of Pretoria, Lynnwood Road, Hillcrest, Pretoria, 0028, South Africa"
1303,6703,0,NULL,NULL,NULL,NULL,40.6298,22.9589,EUR,sx0r4kqjuzruc64n60by,right,km/h,EET,solve.inflict.chopper,"Thessaloniki Municipal Unit","Macedonia and Thrace","Aristotle University of Thessaloniki, Παπαχριστοδούλου, 546 36 Thessaloniki Municipal Unit, Greece"
1304,6704,0,NULL,NULL,NULL,NULL,39.9574,-75.1903,USD,dr4e3400ez1xk637ssyb,right,mph,EST,vine.assist.cable,Philadelphia,Pennsylvania,"Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104, United States of America"
1305,6705,0,NULL,NULL,NULL,NULL,43.2562,76.9544,KZT,txwwp4s3wqhbsm4xwty6,right,km/h,+06,anyway.riots.cutaway,Almaty,,"Kazakhstan, 050002 Almaty, Dostyk Avenue, 13, Abai Kazakh National Pedagogical University"
1306,6707,0,NULL,NULL,NULL,NULL,40.7356,-73.9943,USD,dr5rspwvyyqsm861quck,right,mph,EST,league.needed.belly,"New York","New York","The New School, 72 5th Avenue, New York, NY 10011, United States of America"
1307,6708,0,NULL,NULL,NULL,NULL,34.6961,133.927,JPY,wypjrs4zen5uzzk8fjyx,left,km/h,JST,legend.included.nibbled,Okayama,"Okayama Prefecture","Okayama University of Science, 津高法界院停車場線, Kita Ward, Okayama, Okayama Prefecture 700-0081, Japan"
1308,6709,0,NULL,NULL,NULL,NULL,19.0211,-98.2635,MXN,9g6h5ywtxw4byy6nrgtv,right,km/h,CST,star.recovery.richest,,Puebla,"Universidad Anahuac, Cerrada Neptuno, 72820 Tlaxcalancingo (San Bernardino), PUE, Mexico"
1309,6711,0,NULL,NULL,NULL,NULL,33.8889,35.4944,LBP,sy10z9q1rumc6s20dvbu,right,km/h,EET,loaf.promote.again,,Beyrouth,"Beirut, Beyrouth, Lebanon"
1310,6712,0,NULL,NULL,NULL,NULL,39.1319,-84.5158,USD,dngysg9x858m0vj58w8q,right,mph,EST,soils.rich.lasted,Cincinnati,Ohio,"University Village Business District, University of Cincinnati, East Corry Street, Cincinnati, OH 45219-2062, United States of America"
1311,6713,0,NULL,NULL,NULL,NULL,40.8207,-96.7005,USD,9z70px0veqvt7uee403p,right,mph,CST,cried.hurry.mercy,Lincoln,Nebraska,"University of Nebraska - Lincoln City Campus, Short Street, Lincoln, NE 68503, United States of America"
1312,6714,0,NULL,NULL,NULL,NULL,33.9928,-81.0269,USD,dnn3khnn9db25mc8pvkj,right,mph,EST,courtyard.requested.mull,Columbia,"South Carolina","University of South Carolina, College Street, Columbia, SC, United States of America"
1313,6715,0,NULL,NULL,NULL,NULL,35.8467,127.134,KRW,wy67uvxvywj10084cuqr,right,km/h,KST,nets.circular.tins,Jeonju-si,"North Jeolla","Chonbuk National University Jeonju Campus, 567 Baekje-daero, Deokjin-gu, Jeonju-si, North Jeolla 54896, South Korea"
1314,6716,0,NULL,NULL,NULL,NULL,38.8813,121.52,CNY,wwymjq078zwb8ymnv0ys,right,km/h,CST,oaks.bumpy.fracture,Ganjingzi,Liaoning,"Dalian University of Technology, 2号 博远路, Ganjingzi District, 116024 Liaoning, China"
1315,6717,0,NULL,NULL,NULL,NULL,37.5404,127.069,KRW,wydmed107qb1e7g5twsk,right,km/h,KST,costumes.hinders.common,Seoul,,"Konkuk Univ., 243 Achasan-ro, Mojin-dong, Seoul, 05071, South Korea"
1316,6718,0,NULL,NULL,NULL,NULL,-32.0716,115.834,AUD,qd63ece3k1y6hte4pr3b,left,km/h,AWST,talked.orange.shell,,"Western Australia","Murdoch University, Murdoch Drive, Murdoch WA 6150, Australia"
1317,6719,0,NULL,NULL,NULL,NULL,43.5352,-80.2201,CAD,dpwzwt3dbhnjyhmymc31,right,km/h,EST,climate.positive.sorry,Guelph,Ontario,"University of Gue lph, Eramosa River Trail, Guelph, ON N1E 3E9, Canada"
1318,6720,0,NULL,NULL,NULL,NULL,42.3679,-71.1268,USD,drt3j2z4cye4ctrmz2j1,right,mph,EST,influencing.hears.jazzy,Boston,Massachusetts,"Harvard University, Holton Street, Boston, MA 02134-1307, United States of America"
1319,6721,0,NULL,NULL,NULL,NULL,35.196,-97.4457,USD,9y68nx4pqrtt0qdrrg1d,right,mph,CST,float.chins.pose,Norman,Oklahoma,"University of Oklahoma, 660 Parrington Oval, Norman, OK 73019, United States of America"
1320,6722,0,NULL,NULL,NULL,NULL,44.4737,-73.1941,USD,drgvn2jwkc27vnhuz7dy,right,mph,EST,filed.beyond.beans,Burlington,Vermont,"University of Vermont, Worn Down Foot Path, Burlington, VT 05401, United States of America"
1321,6723,0,NULL,NULL,NULL,NULL,38.9219,-77.0196,USD,dqcjrms03rsbe8x9kwee,right,mph,EST,prefer.cycle.outer,Washington,"District of Columbia","Howard University, 2400 6th Street Northwest, Washington, DC 20059, United States of America"
1322,6724,0,NULL,NULL,NULL,NULL,35.3333,139.618,JPY,xn73104xm3mjevnzuk6x,left,km/h,JST,devotion.flanked.briefer,Yokohama,"Kanagawa Prefecture","Yokohama city university, 東西自由通路 西側階段, Kanazawa Ward, Yokohama, Kanagawa Prefecture 231-0017, Japan"
1323,6725,0,NULL,NULL,NULL,NULL,33.8928,35.4775,LBP,sy10z61bjdkpnru6pxbw,right,km/h,EET,battling.armful.mull,Beirut,"Beirut Governorate","Lebanese American University, شارع سوبرة, Beirut 1102, Lebanon"
1324,6726,0,NULL,NULL,NULL,NULL,43.0171,-76.1186,USD,dr9uezh0v5h9kv63q7bz,right,mph,EST,patio.jaws.famed,Syracuse,"New York","Syracuse University, Pine Street, Syracuse, NY 13210, United States of America"
1325,6727,0,NULL,NULL,NULL,NULL,45.1921,9.15917,EUR,u0n906vwb0snugvyye7q,right,km/h,CET,swimmer.shot.added,,Lombardy,"Pavia, Provincia di Pavia, Italy"
1326,6728,0,NULL,NULL,NULL,NULL,39.4719,-0.373139,EUR,ezp8x98k3jrt7kwp5xwp,right,km/h,CET,cinemas.palaces.arranged,Valencia,"Valencian Community","Universitat de València, Carrer de Sant Joan de la Ribera, 46002 Valencia, Spain"
1327,6729,0,NULL,NULL,NULL,NULL,46.7083,7.10311,CHF,u0m19wurf3wtn3k7m9g0,right,km/h,CET,clauses.highs.baseless,,Fribourg,"Fribourg, Switzerland"
1328,6730,0,NULL,NULL,NULL,NULL,34.3663,35.7825,LBP,sy17w20n2s8sqp3n89mb,right,km/h,EET,meander.finishers.wallets,,"North Governorate","University Of Balamand, Sea Highway, Bahsas 1300, Lebanon"
1329,6731,0,NULL,NULL,NULL,NULL,51.4035,-0.3045,GBP,gcpu3jdqbxs45b6wuwur,left,mph,GMT,fuzzy.mock.theme,London,England,"Kingston University, Woodbines Avenue, London, KT1 2EE, United Kingdom"
1330,6732,0,NULL,NULL,NULL,NULL,22.4124,113.981,CNY,wecp98n9kqqr9491wp3z,right,km/h,HKT,surcharge.prepped.outfitter,,"Hong Kong","Lingnan University, Castle Peak Road – Lingnan, Fu Tei, Tuen Mun District, Hong Kong, China"
1331,6733,0,NULL,NULL,NULL,NULL,39.8755,32.7855,TRY,sxp6f51ew76g6j10wqbn,right,km/h,+03,eyeful.varieties.mental,Ankara,Ankara,"Middle East Technical University, Dumlupınar Bulvarı 1, 06800 Çankaya, Turkey"
1332,6734,0,NULL,NULL,NULL,NULL,-34.909,-57.9355,ARS,69yc3th8qh02ues2skun,right,km/h,-03,texted.lock.tumble,"La Plata","Buenos Aires","Museo de Ciencias Naturales, Pasaje Profesor Doctor Mario Egidio Teruggi, Partido de La Plata, B1900 FWA La Plata, Argentina"
1333,6735,0,NULL,NULL,NULL,NULL,41.4118,2.13354,EUR,sp3e8dc95nenzf7d6k4p,right,km/h,CET,itself.yarn.arrived,Barcelona,Catalonia,"Universitat Ramon LLull, Carrer de Melilla, 08001 Barcelona, Spain"
1334,6736,0,NULL,NULL,NULL,NULL,6.46458,100.504,MYR,w1pkz0bfujf8phy4664e,left,km/h,+08,reaching.successor.return,,Kedah,"Universiti Utara Malaysia, Persiaran Perdana, Kubang Pasu, Sintok, Kedah, Malaysia"
1335,6737,0,NULL,NULL,NULL,NULL,46.0541,14.5211,EUR,u24mfrvux1ufe182gfk3,right,km/h,CET,zoom.canines.fade,Ljubljana,,"University Medical Centre Ljubljana, Zaloška cesta 7, 1000 Ljubljana, Slovenia"
1336,6738,0,NULL,NULL,NULL,NULL,45.5145,9.20732,EUR,u0ndct8sfh0p5xnkut8e,right,km/h,CET,loses.unit.elects,Milan,Lombardy,"University Bar, Via Luigi Pulci, 13, 20126 Milan, Italy"
1337,6739,0,NULL,NULL,NULL,NULL,32.3635,-86.2936,USD,djf8h7dfy7sjbgqesf8z,right,mph,CST,incurs.camper.texted,Montgomery,Alabama,"Alabama State University, 915 South Jackson Street, Montgomery, AL 36104, United States of America"
1338,6740,0,NULL,NULL,NULL,NULL,54.7219,25.3366,EUR,u9dp29cd1zwqu46z0f32,right,km/h,EET,manage.slug.muscular,Vilnius,"Vilnius County","Vilnius Gediminas Technical University, Šatrijos Raganos g. 11, 10224 Vilnius, Lithuania"
1339,6742,0,NULL,NULL,NULL,NULL,37.283,127.046,KRW,wydk4gptnuf39eebgj4p,right,km/h,KST,trip.save.awaiting,Suwon-si,Gyeonggi,"Ajou University, 206 World cup-ro, Yeongtong-gu, Suwon-si, Gyeonggi 16499, South Korea"
1340,6743,0,NULL,NULL,NULL,NULL,38.938,-77.0894,USD,dqcjtb3nwcwyhwhx1b4s,right,mph,EST,radar.fall.motion,Washington,"District of Columbia","American University, 4400 Massachusetts Avenue Northwest, Washington, DC 20016, United States of America"
1341,6744,0,NULL,NULL,NULL,NULL,25.0915,55.1557,AED,thrnxpg0tpkuj1zwwd2m,right,km/h,+04,lifetimes.cutting.amends,,Dubai,"American University in Dubai, Al Jowzaa' Street, Dubai Knowledge Park, Dubai, United Arab Emirates"
1342,6745,0,NULL,NULL,NULL,NULL,14.6399,121.078,PHP,wdw571n7w6vgmfprps1w,right,km/h,PST,applies.rockets.milk,"Quezon City",,"Ateneo de Manila University, Katipunan Avenue, Quezon City, 1108, Philippines"
1343,6746,0,NULL,NULL,NULL,NULL,34.3659,-89.5254,USD,dn07db1s5gt1pwcq3cq3,right,mph,CST,snooze.rate.drank,,Mississippi,"University, Lafayette County, Mississippi, United States of America"
1344,6747,0,NULL,NULL,NULL,NULL,-27.4674,153.024,AUD,r7hgdpsyfud81xxw8b22,left,km/h,AEST,issued.cans.assist,"Brisbane City",Queensland,"Central Queensland University, Ann Street, Brisbane City QLD 4004, Australia"
1345,6748,0,NULL,NULL,NULL,NULL,18.8009,98.9522,THB,w5q6gwwg26dy0jsjdw70,left,km/h,+07,jingles.behave.anyway,"Chiang Mai","Chiang Mai Province","Chiang Mai University, Mengrai Ratsami Road, Chang Phuak, Chiang Mai Province 50030, Thailand"
1346,6749,0,NULL,NULL,NULL,NULL,40.8078,-73.9616,USD,dr72huyf2y7d3mk1bek6,right,mph,EST,noisy.tribes.hugs,"New York","New York","Columbia University, West 116th Street, New York, NY 10027, United States of America"
1347,6750,0,NULL,NULL,NULL,NULL,44.6596,-75.0062,USD,drfwj4n0gytzz1s2qwj4,right,mph,EST,thrives.hardens.voltage,,"New York","Clarkson University, Clarkson University trail - secondary, Potsdam, NY 13699, United States of America"
1348,6751,0,NULL,NULL,NULL,NULL,37.2699,-76.7153,USD,dq9kn2c8udpvsv8ptydr,right,mph,EST,different.refreshing.dances,,Virginia,"College of William and Mary, North Nassau Street, Williamsburg, VA 23185, United States of America"
1349,6752,0,NULL,NULL,NULL,NULL,35.4644,136.738,JPY,xn31z81e1ux97j92b2fw,left,km/h,JST,printing.fairness.orders,Gifu,"Gifu Prefecture","Gifu University, 岐阜大野線, 古市場神田, Gifu, Gifu Prefecture 501-1292, Japan"
1350,6753,0,NULL,NULL,NULL,NULL,33.9829,35.6187,LBP,sy136d2u8ehgb5bez3qm,right,km/h,EET,trustees.ignites.droplet,,"Keserwan-Jbeil Governorate","Holy Spirit University of Kaslik, Sea Road, Sarba 1200, Lebanon"
1351,6754,0,NULL,NULL,NULL,NULL,9.11667,-83.25,CRC,d1sgceehqqkyce7pw3hv,right,km/h,CST,otherworld.tolerating.airlock,,Puntarenas,"Cantón de Buenos Aires, Costa Rica"
1352,6755,0,NULL,NULL,NULL,NULL,35.7428,51.5057,IRR,tnkek4c2fez8xze7b2bt,right,km/h,+0330,outwit.library.tight,Tehran,"Tehran Province","Iran University of Science and Technology (IUSIT), Tehran, District 4, وحدت, Tehran Province, 1684933177, Iran"
1353,6756,0,NULL,NULL,NULL,NULL,53.0017,-2.27069,GBP,gcqms2dt0urwjw00k10t,left,mph,GMT,foam.gentle.topped,,England,"Keele University, Keele Road, Keele, ST5 5BG, United Kingdom"
1354,6757,0,NULL,NULL,NULL,NULL,35.8906,128.611,KRW,wy7kntetdph7skkbyphe,right,km/h,KST,device.august.fended,Daegu,,"Kyungpook National University, Sangyeok-ro 9-gil, Sangyeok 4(sa)-dong, Daegu, 41543, South Korea"
1355,6758,0,NULL,NULL,NULL,NULL,56.2986,43.9803,RUB,ufp22bc6yz7wvsnnug9z,right,km/h,MSK,speedy.surprise.tunnel,"Nizhny Novgorod","Nizhny Novgorod Oblast","N. I. Lobachevsky State University of Nizhny Novgorod, проспект Гагарина, Советский район, Nizhny Novgorod, Nizhny Novgorod Oblast, Russia, 603022"
1356,6759,0,NULL,NULL,NULL,NULL,47.1099,-88.5512,USD,f03h0bp50egzgbh0suf4,right,mph,EST,preach.snaps.honesty,,Michigan,"Michigan Technological University, 1400 Townsend Drive, Houghton, MI 49931, United States of America"
1357,6760,0,NULL,NULL,NULL,NULL,37.9657,139.188,JPY,xndzzr3q3rrf14md5euf,left,km/h,JST,flotation.tagging.placemat,Niigata,"Niigata Prefecture","Niigata University of Health and Welfare, 島見濁川線, Kita Ward, Niigata, Niigata Prefecture 950-3102, Japan"
1358,6761,0,NULL,NULL,NULL,NULL,49.5955,17.2518,CZK,u2u60sd6fgj0t5j0gevn,right,km/h,CET,hosts.tangible.snored,,Olomoucký,"Olomouc, Okres Olomouc, Czech Republic"
1359,6762,0,NULL,NULL,NULL,NULL,-22.25,-42.5,BRL,7h1c2vs2q5rh5dcg0bsq,right,km/h,BRT,motorbikes.removals.sphere,,"Rio de Janeiro","Rio de Janeiro, Brazil"
1360,6763,0,NULL,NULL,NULL,NULL,30.7698,103.986,CNY,wm3zn32r02dsdjqxkdw0,right,km/h,CST,ambushed.hoofs.sweeten,"Pidu District",Sichuan,"Southwest Jiaotong University, 知行路, 610036 Sichuan, China"
1361,6764,0,NULL,NULL,NULL,NULL,42.3162,-72.6404,USD,drs2ep2vu5v59vt50uuf,right,mph,EST,blows.invite.faded,Northampton,Massachusetts,"Smith College, Moser Street, Northampton, MA 01063, United States of America"
1362,6765,0,NULL,NULL,NULL,NULL,59.395,24.6676,EUR,ud99ckd2v1tv322bvvhz,right,km/h,EET,hoping.stocks.suckle,Tallinn,,"Tallinna Tehnikaülikool, Tipi tee, 19086 Tallinn, Estonia"
1363,6766,0,NULL,NULL,NULL,NULL,13.7577,100.491,THB,w4rqq8wbpubw17d3un7j,left,km/h,+07,segments.pints.mascots,Bangkok,Bangkok,"Thammasat University, Thanon Phra Athit, Tha Pra Chan, Phra Nakhon District, Bangkok 10200, Thailand"
1364,6767,0,NULL,NULL,NULL,NULL,35.62,139.383,JPY,xn74esrtb80t90d9nhg3,left,km/h,JST,retina.shakes.hostels,Hachioji,,"Tokyo Metropolitan University, Yugi kaido, Shimoyugi 2-chome, Hachioji, 192-0372, Japan"
1365,6768,0,NULL,NULL,NULL,NULL,35.6994,139.518,JPY,xn75nffhpk0v9sw2qutj,left,km/h,JST,destined.last.slide,Koganei,,"Tokyo University of Agriculture and Technology, 下山谷通り, Nakacho 1-chome, Koganei, 184-0012, Japan"
1366,6769,0,NULL,NULL,NULL,NULL,54.6041,-5.92901,GBP,gcey9h6euj3hwvwx33n2,left,mph,GMT,notice.shirts.demand,Belfast,"Northern Ireland","Ulster University, 25-51 York Street, Smithfield and Union, Belfast, BT15 1ED, United Kingdom"
1367,6771,0,NULL,NULL,NULL,NULL,20.7995,-102.765,MXN,9ewymd3jdnnt53htntby,right,km/h,CST,score.lunges.boosted,Tepatitlán,Jalisco,"Universidad de Salamanca, 47650 Tepatitlán, JAL, Mexico"
1368,6773,0,NULL,NULL,NULL,NULL,6.2694,-75.5658,COP,d3478mq9vmqh6vz6cn3x,right,km/h,-05,coffee.supplier.toggle,Medellín,Antioquia,"Universidad, Ciclorruta Jardin Botanico, Comuna 4 - Aranjuez, Medellín, ANT, Colombia"
1369,6774,0,NULL,NULL,NULL,NULL,19.3731,-99.1829,MXN,9g3qpnc0xkwjjq7ww4rh,right,km/h,CST,film.crawling.resemble,"Mexico City",,"Universidad Panamericana, Calle de Goya, Colonia Insurgentes Mixcoac, 03920 Mexico City, Mexico"
1370,6775,0,NULL,NULL,NULL,NULL,-34.6624,-58.4032,ARS,69y6z1bj49c5hm7f0jy3,right,km/h,-03,rainfall.cobble.pirate,,"Buenos Aires","Torcuato Di Tella, Partido de Avellaneda, C1437 IFC Piñeyro, Argentina"
1371,6776,0,NULL,NULL,NULL,NULL,51.4566,7.01228,EUR,u1huxx6hjzyuq0tkkumh,right,km/h,CET,jeeps.copes.stepping,,"North Rhine-Westphalia","Essen, North Rhine-Westphalia, Germany"
1372,6777,0,NULL,NULL,NULL,NULL,49.0522,12.0797,EUR,u28x4csjkzw0rcm890my,right,km/h,CET,moth.recapture.underfunded,,Bavaria,"Regensburg, Bavaria, Germany"
1373,6778,0,NULL,NULL,NULL,NULL,53.7913,-1.76661,GBP,gcwdpb3sfuzkgptjmt7m,left,mph,GMT,tests.vines.taking,Bradford,England,"University of Bradford, Tumbling Hill Street, Bradford, BD7 1DP, United Kingdom"
1374,6779,0,NULL,NULL,NULL,NULL,47.5543,21.6239,HUF,u2rqs14012tm9cr359rs,right,km/h,CET,coconut.smiled.appeal,Debrecen,,"Internation Education Office University of Debrecen, Debrecen, Egyetem tér, 4032, Hungary"
1375,6780,0,NULL,NULL,NULL,NULL,17.4534,78.3267,INR,tepeq37c96duj1tjs0js,left,km/h,IST,fingertip.vision.gobbling,Hyderabad,Telangana,"University of Hyderabad, Masibanda Link, Masjid Banda, Hyderabad - 500046, Telangana, India"
1376,6781,0,NULL,NULL,NULL,NULL,32.0134,35.8734,JOD,sv9w07f5wkh2wm3tv64d,right,km/h,EET,soldiers.infects.recline,,Amman,"University of Jordan, Ein Al-Qattar Street, 23324 Al-Jami'ah Sub-District, Jordan"
1377,6782,0,NULL,NULL,NULL,NULL,38.027,-84.5048,USD,dngbm497wcr21cq6vb9k,right,mph,EST,bikes.serve.just,Lexington,Kentucky,"University of Kentucky, 101 Aylesford Place, Lexington, KY 40506, United States of America"
1378,6783,0,NULL,NULL,NULL,NULL,46.6176,14.2699,EUR,u261hwrp1udugcxmf3f6,right,km/h,CET,handed.turkey.shocked,Klagenfurt,Carinthia,"Monkey's University, Universitätsstraße, 9020 Klagenfurt, Austria"
1379,6784,0,NULL,NULL,NULL,NULL,49.8092,-97.133,CAD,cbfgmemzk54w9m1124f9,right,km/h,CST,faking.destiny.glares,Winnipeg,Manitoba,"University of Manitoba, Redview Drive, Winnipeg, MB R2N 0C6, Canada"
1380,6785,0,NULL,NULL,NULL,NULL,35.0866,-106.62,USD,9whptg3d3n3sumsyj1vz,right,mph,MST,stir.filled.offers,Albuquerque,"New Mexico","University of New Mexico, Central Avenue Northeast, Albuquerque, NM 87131, United States of America"
1381,6786,0,NULL,NULL,NULL,NULL,44.0446,-123.072,USD,9rb6x6jfheqrczwzv3xv,right,mph,PST,cheat.steps.tend,Eugene,Oregon,"University of Oregon, Agate Alley, Eugene, OR 97403, United States of America"
1382,6787,0,NULL,NULL,NULL,NULL,50.7944,-1.09717,GBP,gcp0znc4cfzjvec5d0vp,left,mph,GMT,raced.pram.noisy,Portsmouth,England,"University, Cambridge Road, Portsmouth, PO1 2HB, United Kingdom"
1383,6788,0,NULL,NULL,NULL,NULL,28.06,-82.4138,USD,dhvrsshj67jer1xgxf6s,right,mph,EST,revive.suggestive.stretchy,Tampa,Florida,"University of South Florida, 4202 East Fowler Avenue, Tampa, FL 33620, United States of America"
1384,6789,0,NULL,NULL,NULL,NULL,35.7046,51.3948,IRR,tnke1ebd28z7mvmn20v8,right,km/h,+0330,crisper.moth.maternal,Tehran,"Tehran Province","University of Tehran, Tehran, District 6, 16 Azar, Tehran Province, 1314665611, Iran"
1385,6790,0,NULL,NULL,NULL,NULL,43.6672,-79.3933,CAD,dpz83m7edrw7phude1zx,right,km/h,EST,wizards.cold.glove,Toronto,Ontario,"Victoria University, Charles Street West, Toronto, ON M5S 1S3, Canada"
1386,6791,0,NULL,NULL,NULL,NULL,37.5461,-77.4541,USD,dq8vt7pdj8gvw6c4p8k7,right,mph,EST,lunch.cared.quiet,Richmond,Virginia,"Virginia Commonwealth University, 907 Floyd Avenue, Richmond, VA 23284, United States of America"
1387,6792,0,NULL,NULL,NULL,NULL,42.2743,-71.8087,USD,drsbmzy98ty3rgdu11dq,right,mph,EST,voters.spirit.oven,Worcester,Massachusetts,"Worcester Polytechnic Institute, 100 Institute Road, Hammond Heights, Worcester, MA 01609, United States of America"
1388,6793,0,NULL,NULL,NULL,NULL,-7.27208,112.759,IDR,qw8ntuhm069gr14utk4g,left,km/h,WIB,reinstate.awakening.trickles,Surabaya,"East Java","Airlangga University Campus B, Jalan Airlangga, Airlangga, Surabaya 60286, East Java, Indonesia"
1389,6796,0,NULL,NULL,NULL,NULL,45.3859,-75.695,CAD,f244jw0xf94j1phu5gc6,right,km/h,EST,units.youth.admiringly,"(Old) Ottawa",Ontario,"Carleton University, 1125 Colonel By Drive, (Old) Ottawa, ON K1S 5B7, Canada"
1390,6797,0,NULL,NULL,NULL,NULL,-12.3713,130.868,AUD,qvv19gz7yuph8g35q0hv,left,km/h,ACST,blend.biscuits.punk,Darwin,,"Northern Territory, Charles Darwin University, University Drive South, Brinkin 0800, Australia"
1391,6798,0,NULL,NULL,NULL,NULL,40.0252,116.275,CNY,wx4etykef768b9uc1v34,right,km/h,CST,altitude.rail.gangway,"Haidian District",Beijing,"中国农业大学西校区, 2号 圆明园西路, 100093 Beijing, China"
1392,6799,0,NULL,NULL,NULL,NULL,34.3659,-89.5254,USD,dn07db1s5gt1pwcq3cq3,right,mph,CST,snooze.rate.drank,,Mississippi,"University, Lafayette County, Mississippi, United States of America"
1393,6800,0,NULL,NULL,NULL,NULL,47.4935,19.0619,HUF,u2mw1vbmw6q6fx68fesj,right,km/h,CET,filled.wagers.models,Budapest,,"Eötvös Loránd Tudományegyetem Bölcsészettudományi Kar, Budapest, Múzeum körút 4-8, 1088, Hungary"
1394,6801,0,NULL,NULL,NULL,NULL,39.7684,-86.158,USD,dp4dprtes5m507kfs8v9,right,mph,EST,branch.visit.count,,Indiana,"Indianapolis, Indiana, United States of America"
1395,6802,0,NULL,NULL,NULL,NULL,18.4833,-69.9333,DOP,d7q30su15q3whsgqpesx,right,km/h,AST,teachers.depend.tractor,,Nacional,"Nacional, Dominican Republic"
1396,6804,0,NULL,NULL,NULL,NULL,3.25308,101.736,MYR,w286e01wt623t0uh6v3g,left,km/h,+08,scraper.help.voter,"Selayang Municipal Council",Selangor,"International Islamic University Malaysia, Jalan Gombak, Taman Permai Jaya, 53100 Selayang Municipal Council, Selangor, Malaysia"
1397,6805,0,NULL,NULL,NULL,NULL,41.105,29.0263,TRY,sxk9udbq62jcn3gj855h,right,km/h,+03,scarves.lance.mercy,,Istanbul,"Istanbul Technical University, Bilim Sokak, 34485 Sarıyer, Turkey"
1398,6806,0,NULL,NULL,NULL,NULL,22.5612,88.4131,INR,tunb7ghknxgh12byt7v4,left,km/h,IST,severe.passages.claw,Kolkata,"West Bengal","Jadavpur University, Chingrighata Flyover, Basani Devi Colony, Kolkata - 700098, West Bengal, India"
1399,6807,0,NULL,NULL,NULL,NULL,32.4934,35.9899,JOD,svc8fgppb2u8dppj47c0,right,km/h,EET,learner.caged.catalysts,,Irbid,"Jordan University of Science and Technology, Petra Street, 21110 Sarieh, Jordan"
1400,6808,0,NULL,NULL,NULL,NULL,31.5716,130.544,JPY,wvsgde7mczdep8e3395m,left,km/h,JST,ties.blur.flirts,Kagoshima,"Kagoshima Prefecture","Kagoshima University, 高麗本通り, Arata 2-chome, Kagoshima, Kagoshima Prefecture 892-8677, Japan"
1401,6809,0,NULL,NULL,NULL,NULL,22.6478,120.31,TWD,wsj8cdzhzy4e1tc9rp7q,right,km/h,CST,correct.stopped.prop,Kaohsiung,,"Kaohsiung Medical University, 100 Shihcyuan 1st Road, Sanmin District, Kaohsiung 807, Taiwan"
